discount,unitPrice,customerID,customerSegment,productCategory,baseMargin,region,profit,quantityOrdered,sales,orderID
0.04,205.99,1788,Consumer,Technology,0.56,South,960.984,6,1008.53,88256
0.04,880.98,1793,Home Office,Furniture,0.62,Central,-13706.464,8,6968.9,87853
0.04,3.68,1802,Corporate,Office Supplies,0.83,South,300.9258,11,41.29,91543
0.01,8.12,1808,Home Office,Technology,0.77,East,-40.76,10,88.64,89251
0.09,77.51,1814,Home Office,Technology,0.76,South,-986.524,17,1300.54,90524
0,2.88,1814,Home Office,Office Supplies,0.56,South,-141.666,13,38.06,90524
0.06,90.97,1815,Home Office,Technology,0.36,South,47.334,14,1263.35,90525
0.01,10.48,1816,Consumer,Office Supplies,0.6,Central,60.5616,19,202.38,85990
0.06,17.98,1818,Consumer,Technology,0.4,Central,-47.243088,3,56.38,85991
0.1,9.99,1818,Consumer,Office Supplies,0.4,Central,9.154,12,119.13,85991
0.01,10.48,1821,Consumer,Office Supplies,0.6,East,40.92,76,809.51,34435
0.07,18.65,1821,Consumer,Furniture,0.39,East,149.72,34,643.64,47108
0.06,17.98,1821,Consumer,Technology,0.4,East,-52.49232,13,244.31,47108
0.1,9.99,1821,Consumer,Office Supplies,0.4,East,7.96,47,466.58,47108
0.08,175.99,1821,Consumer,Technology,0.57,East,-459.0828,16,2290.69,47108
0.1,52.99,1826,Corporate,Office Supplies,0.81,Central,-517.17,7,337.59,86958
0,9.27,1826,Corporate,Office Supplies,0.38,Central,-7.61,1,10.65,86959
0,5.98,1827,Corporate,Office Supplies,0.6,Central,38.0397,9,55.13,86956
0.07,100.98,1827,Corporate,Furniture,0.78,Central,-429.86,2,215.32,86958
0.03,85.99,1827,Corporate,Technology,0.55,Central,264.1665,5,382.85,86958
0.02,5.98,1828,Corporate,Office Supplies,0.36,Central,-47.12,7,44.8,86956
0.05,7.1,1828,Corporate,Office Supplies,0.39,Central,-101.246,14,100.99,86960
0.04,20.95,1828,Corporate,Technology,0.6,Central,-1.88,7,142.06,86960
0.01,10.64,1829,Corporate,Furniture,0.57,Central,-11.69,5,58.52,86957
0.05,39.06,1829,Corporate,Office Supplies,0.37,Central,250.9806,9,363.74,86960
0.04,3.52,1829,Corporate,Office Supplies,0.38,Central,-57.753,4,15.93,86960
0.02,15.51,1829,Corporate,Office Supplies,0.59,Central,-47.97,1,21.28,86960
0.01,155.99,1836,Corporate,Technology,0.58,West,-219.07908,5,675.83,86600
0.01,5.98,1837,Corporate,Office Supplies,0.36,West,-18.8784,4,28,86600
0.07,40.98,1840,Home Office,Office Supplies,0.36,East,369.2052,13,535.08,86599
0.09,35.99,1849,Consumer,Technology,0.55,South,19.35,8,222.71,89697
0.01,125.99,1849,Consumer,Technology,0.6,South,-967.834,2,220.52,89697
0.06,6.48,1852,Home Office,Office Supplies,0.37,West,-28.45,10,68.34,86847
0.02,30.73,1854,Home Office,Technology,0.75,East,72.78,16,522.22,86847
0.09,5.98,1860,Home Office,Office Supplies,0.39,East,13.2294,5,28.01,86846
0.08,8.09,1869,Consumer,Furniture,0.49,West,-88.82,10,80.35,89209
0.03,90.48,1873,Corporate,Office Supplies,0.4,South,15.354,1,99.69,90099
0.06,22.84,1873,Corporate,Office Supplies,0.39,South,-357.924,7,152.49,90099
0.09,95.99,1875,Consumer,Technology,0.56,South,34.302,4,320.75,90899
0.09,5.78,1882,Home Office,Office Supplies,0.36,East,-7.96,1,11.35,87378
0.05,535.64,1885,Home Office,Technology,0.59,East,4407.44,15,7029.1,87378
0.09,78.8,1889,Home Office,Office Supplies,0.83,East,-1025.0172,14,1059.38,90631
0.03,320.64,1891,Home Office,Furniture,0.66,East,429.754356,7,2233.46,90630
0.03,180.98,1893,Consumer,Furniture,0.59,Central,588.54,5,928.92,91262
0,300.98,1894,Home Office,Furniture,0.56,Central,2653.2915,12,3845.35,91261
0.09,2.94,1894,Home Office,Office Supplies,0.58,Central,-1.84,1,3.77,91261
0.01,26.17,1894,Consumer,Office Supplies,0.38,Central,237.0426,13,343.54,91263
0.07,172.99,1906,Corporate,Office Supplies,0.39,East,2502.6852,22,3627.08,86500
0.09,7.64,1907,Corporate,Office Supplies,0.36,East,0.688,1,8.34,86500
0.02,29.17,1910,Home Office,Office Supplies,0.37,South,36.906,2,63.32,91371
0.03,11.99,1916,Home Office,Technology,0.36,South,-216.0298,7,83.72,85893
0.01,125.99,1916,Home Office,Technology,0.55,South,-45.472,9,1011.44,85895
0.08,18.7,1917,Home Office,Furniture,0.47,South,16.1364,7,132.23,85894
0.08,22.23,1917,Home Office,Furniture,0.52,South,-29.61,10,210.33,85897
0.1,10.44,1918,Home Office,Office Supplies,0.39,South,125.724,17,168.04,85898
0,195.99,1919,Home Office,Technology,0.6,South,114.882,5,882.93,85896
0.02,259.71,1927,Home Office,Furniture,0.65,South,-14.448,8,1757.15,88579
0.1,1889.99,1928,Home Office,Office Supplies,0.36,South,-42.546,1,1786.04,88580
0.06,3.58,1933,Corporate,Office Supplies,0.36,Central,14,10,34.76,86687
0.04,180.98,1934,Home Office,Furniture,0.69,Central,52.988,3,561.65,86688
0.01,42.98,1935,Corporate,Office Supplies,0.56,Central,285.4737,9,413.73,86686
0.06,3.25,1935,Home Office,Office Supplies,0.56,Central,10.508,2,55.6,86688
0.01,110.98,1935,Home Office,Furniture,0.69,Central,1448.7309,19,2099.61,86688
0.05,3.95,1935,Home Office,Office Supplies,0.53,Central,1.004,23,96.6,86688
0.1,152.48,1938,Corporate,Technology,0.79,Central,-521.09,4,558.17,88870
0.08,6.84,1940,Corporate,Office Supplies,0.58,West,-29.49,1,8.39,88870
0,78.65,1940,Corporate,Office Supplies,0.52,West,386.0067,7,559.43,88871
0.08,122.99,1940,Corporate,Furniture,0.74,West,-1867.97,10,1216.52,88871
0.08,90.98,1946,Consumer,Furniture,0.74,East,-1920.9336,12,1058.36,86331
0.07,5.98,1946,Consumer,Office Supplies,0.4,East,-37.1752,3,18.31,86331
0.05,424.21,1949,Small Business,Furniture,0.67,West,-213.4028,12,4935.22,90415
0.01,6.68,1950,Small Business,Office Supplies,0.37,West,-15.48,7,51.03,90414
0.09,40.98,1956,Consumer,Technology,0.74,West,-50.245,19,746.91,89820
0.09,77.51,1957,Consumer,Technology,0.76,Central,-387.1044,1,77.47,89818
0.09,30.98,1958,Consumer,Technology,0.64,West,-55.97,7,204.34,89819
0,20.28,1959,Corporate,Furniture,0.47,South,-66.2473,9,206.04,28225
0.02,9.99,1959,Home Office,Office Supplies,0.4,South,-171.1577,43,475.42,26342
0.02,48.04,1959,Home Office,Office Supplies,0.37,South,624.239,74,3598.82,26342
0.04,6.68,1959,Home Office,Office Supplies,0.37,South,-14.3241,5,41.22,26342
0.02,48.04,1962,Home Office,Office Supplies,0.37,Central,604.0191,18,875.39,88857
0.04,6.68,1962,Home Office,Office Supplies,0.37,Central,-11.6316,1,8.24,88857
0.01,78.65,1967,Small Business,Office Supplies,0.52,Central,442.3659,8,641.11,89456
0.02,11.58,1971,Corporate,Office Supplies,0.35,South,-259.756,3,35.48,91550
0.05,350.99,1972,Corporate,Furniture,0.55,East,1469.7276,6,2130.04,91550
0.04,15.99,1972,Corporate,Technology,0.49,East,-83.55306,5,82.8,91550
0.09,20.48,1974,Consumer,Office Supplies,0.58,Central,-16.89,5,99.02,89040
0.06,15.67,1974,Consumer,Office Supplies,0.38,Central,25.51,3,46.4,89040
0.05,70.98,1976,Consumer,Furniture,0.56,Central,-850.6524,8,551.51,89039
0.05,11.55,1976,Consumer,Office Supplies,0.55,Central,98.5251,12,142.79,89039
0.06,40.99,1976,Consumer,Office Supplies,0.36,Central,214.23,14,585.08,89041
0.05,20.99,1979,Corporate,Technology,0.81,West,21.8834,4,72.75,87757
0.1,7.37,1984,Consumer,Technology,0.69,South,290.202,38,269.33,91258
0.01,15.31,1986,Home Office,Office Supplies,0.57,Central,12.146,23,377,90888
0.05,7.99,1986,Home Office,Technology,0.6,Central,5.687,4,42.99,90888
0.05,20.98,1988,Home Office,Furniture,0.78,West,-181.102,3,65.69,89999
0.04,355.98,1989,Home Office,Furniture,0.64,West,882.93,8,2748.21,90000
0.09,19.98,1989,Home Office,Office Supplies,0.37,West,6.6804,5,93.19,90000
0.01,30.98,1989,Corporate,Technology,0.64,West,46.29,11,363.37,90001
0.01,40.99,1989,Corporate,Office Supplies,0.36,West,177.79,11,480.75,90001
0.1,1.6,1989,Home Office,Office Supplies,0.42,West,-14.9904,11,16.88,90003
0,47.9,1991,Home Office,Office Supplies,0.37,West,638.3811,18,925.19,90002
0.1,125.99,1997,Consumer,Technology,0.57,South,17.652,4,408.66,90333
0.01,16.48,1997,Consumer,Technology,0.42,South,739.674,7,122.93,90334
0,24.92,1997,Consumer,Office Supplies,0.39,South,-23.156,1,32.66,90335
0.06,4.42,1998,Corporate,Office Supplies,0.38,East,-10.435,3,14.85,90568
0.06,4.24,2004,Home Office,Office Supplies,0.35,West,-78.91668,10,45,91277
0.04,6783.02,2004,Home Office,Technology,0.39,West,-13562.63741,1,6569.07,91277
0.03,5.78,2006,Home Office,Office Supplies,0.36,West,-63.35,15,88.22,88798
0.1,10.48,2016,Corporate,Office Supplies,0.6,Central,-8.904,4,40.29,86874
0.07,39.48,2014,Home Office,Technology,0.54,Central,88.72,4,151.27,88367
0,4.91,2014,Home Office,Office Supplies,0.36,Central,7.2519,2,10.51,88367
0.06,6.48,2014,Home Office,Office Supplies,0.37,Central,-191.49,12,74.93,88368
0.02,120.98,2020,Home Office,Furniture,0.75,East,-1330.5,11,1370.99,86933
0.04,120.97,2030,Corporate,Technology,0.36,Central,1320.5496,16,1913.84,91059
0,195.99,2030,Corporate,Technology,0.6,Central,1585.503,16,2692.12,91059
0.03,55.98,2030,Corporate,Office Supplies,0.36,Central,526.0422,13,762.38,91060
0.1,1.89,2035,Consumer,Office Supplies,0.83,South,-40.432,20,36.72,87117
0,73.98,2037,Small Business,Technology,0.65,West,-88.61,4,305.71,89333
0.06,40.99,2038,Small Business,Office Supplies,0.36,East,109.16,7,277.12,89334
0.09,20.99,2044,Corporate,Technology,0.81,South,-136.122,6,100.11,88692
0.04,4.28,2046,Corporate,Office Supplies,0.4,Central,-27.375,7,31.54,88219
0.06,376.13,2046,Corporate,Furniture,0.74,Central,-435.7575,13,4634.69,88219
0.06,424.21,2046,Corporate,Furniture,0.67,Central,682.53,17,7304.03,88219
0.06,195.99,2046,Corporate,Technology,0.6,Central,-277.222,4,632.65,88219
0.03,15.28,2049,Corporate,Technology,0.42,South,-266.686,19,290.98,88220
0.09,1.76,2049,Corporate,Office Supplies,0.56,South,-12.278,13,21.77,88220
0.07,31.78,2052,Home Office,Technology,0.42,West,265.1118,13,384.22,87234
0,5.98,2052,Home Office,Office Supplies,0.36,West,9.5608,5,31.64,87234
0.1,35.99,2052,Home Office,Technology,0.55,West,390.0984,19,565.36,87234
0.07,5.98,2058,Corporate,Office Supplies,0.36,South,46.65,5,32.76,88040
0.09,28.48,2059,Corporate,Technology,0.4,South,-1250.746,13,336.92,88039
0.1,9.85,2059,Corporate,Office Supplies,0.47,South,374.904,12,114.91,88041
0.04,125.99,2059,Corporate,Technology,0.58,South,-528.836,9,934.52,88041
0.02,240.98,2061,Corporate,Furniture,0.56,Central,-272.7132,1,260.66,87146
0.02,420.98,2062,Corporate,Office Supplies,0.35,South,-162.694,10,4249.37,87146
0.04,291.73,2062,Corporate,Furniture,0.56,South,-115.9039,22,6676.61,87148
0.06,300.97,2063,Corporate,Technology,0.48,South,-729.988,1,291.4,87147
0.09,20.89,2066,Home Office,Office Supplies,0.83,South,-133.546,7,146.5,85833
0.09,20.99,2066,Home Office,Technology,0.58,South,272.694,2,38.98,85834
0.1,4.24,2066,Corporate,Office Supplies,0.35,South,-61.6,8,34.16,85835
0.1,40.98,2069,Consumer,Technology,0.74,South,66.852,3,120.34,88554
0.07,35.99,2070,Corporate,Technology,0.38,Central,17.8398,5,153.61,88558
0.03,60.98,2071,Corporate,Technology,0.5,Central,976.2672,23,1414.88,88555
0.04,3.08,2071,Corporate,Office Supplies,0.37,Central,23.2047,11,33.63,88555
0.08,65.99,2071,Corporate,Technology,0.58,Central,183.843,20,1063.81,88558
0,10.31,2072,Corporate,Office Supplies,0.38,Central,167.463,23,242.7,88555
0.09,260.98,2072,Corporate,Furniture,0.59,Central,1307.2692,14,3377.06,88556
0.01,10.52,2072,Corporate,Furniture,0.52,Central,-15.8184,11,123.93,88556
0.02,5.98,2072,Corporate,Office Supplies,0.4,Central,-55.8324,14,93.96,88556
0.05,291.73,2073,Consumer,Furniture,0.56,Central,550.3808,6,1818.41,88557
0.09,1.48,2081,Corporate,Office Supplies,0.37,East,1.68,6,8.95,86092
0.06,38.06,2089,Corporate,Office Supplies,0.56,East,450.4596,17,652.84,88348
0.08,599.99,2089,Corporate,Technology,0.37,East,8798.1831,22,12750.99,88348
0.1,3.98,2089,Corporate,Office Supplies,0.35,East,-5.385,5,20.54,88348
0.08,400.98,2094,Corporate,Furniture,0.71,West,3031.9724,20,7840.04,86629
0.1,300.97,2097,Home Office,Technology,0.48,South,138.018,4,1094.33,87889
0.06,39.89,2098,Home Office,Furniture,0.53,South,38.874,10,389.97,87889
0.07,14.56,2099,Home Office,Office Supplies,0.58,South,-45.528,6,84.59,87888
0.05,399.98,2107,Corporate,Technology,0.56,Central,567.59,24,9666.72,39015
0.07,6.48,2107,Corporate,Office Supplies,0.37,Central,-28.45,20,134.58,39015
0.07,6.48,2108,Corporate,Office Supplies,0.37,Central,-14.225,5,33.65,87862
0.08,6.68,2114,Corporate,Office Supplies,0.48,South,-601.804,10,66.12,88403
0.08,2.89,2114,Corporate,Office Supplies,0.38,South,38.406,1,3.07,88404
0.07,226.67,2114,Corporate,Furniture,0.59,South,53.1144,1,255.83,88405
0.08,20.98,2114,Corporate,Office Supplies,0.78,South,8.742,20,421.18,88405
0.02,95.95,2115,Corporate,Furniture,0.57,South,636.522,14,1377.46,88406
0.03,320.98,2117,Home Office,Furniture,0.55,Central,4554.4347,20,6600.63,90891
0.06,125.99,2117,Home Office,Technology,0.59,Central,618.19308,18,1811.99,90891
0.06,80.97,2122,Consumer,Technology,0.37,South,-15.1844,10,799.76,89664
0.04,45.19,2124,Consumer,Technology,0.55,South,-61.194,13,609.09,89665
0.03,124.49,2124,Corporate,Furniture,0.63,South,18.174,21,2761.94,89666
0.1,5.98,2127,Home Office,Office Supplies,0.36,Central,-49.53,6,33.95,88418
0.09,150.98,2131,Home Office,Furniture,0.65,Central,-407.85,2,302.34,90079
0.05,30.42,2132,Home Office,Technology,0.74,Central,-191.2576,11,334.44,90078
0.01,28.99,2135,Home Office,Technology,0.56,West,196.52328,21,556.61,91583
0,6.98,2137,Corporate,Office Supplies,0.38,South,-343.868,9,64.48,86002
0.05,2550.14,2139,Corporate,Technology,0.57,Central,-3971.0628,2,4845.27,86003
0.01,5.44,2141,Home Office,Office Supplies,0.36,West,-18.4782,3,19.68,87570
0.02,549.99,2141,Home Office,Technology,0.35,West,-381.8412,18,9798.84,87570
0.03,22.01,2141,Home Office,Office Supplies,0.59,West,12.5504,7,154.11,87570
0.09,34.76,2141,Home Office,Office Supplies,0.57,West,45.3324,7,242.97,87570
0.08,17.15,2143,Home Office,Office Supplies,0.58,South,33.66,12,200.61,87569
0,20.28,2145,Corporate,Furniture,0.47,South,15.678,11,237.83,87072
0.05,20.34,2146,Corporate,Office Supplies,0.84,South,52.776,2,53.02,87071
0.08,243.98,2151,Corporate,Furniture,0.55,Central,-162.8244,1,248.84,90404
0.08,5.74,2151,Corporate,Office Supplies,0.39,Central,-6.93082,1,7.21,90405
0.05,55.5,2157,Home Office,Furniture,0.72,Central,-118.54,4,253.87,90385
0.05,442.14,2157,Home Office,Technology,0.56,Central,2963.48,14,5880.46,90385
0.07,30.93,2157,Home Office,Furniture,0.44,Central,398.3025,19,577.25,90386
0.05,297.48,2157,Home Office,Technology,0.6,Central,709.852,14,4075.18,90386
0.07,296.18,2157,Home Office,Furniture,0.76,Central,80.8092,6,1798.23,90386
0.08,30.98,2159,Corporate,Office Supplies,0.4,Central,371.272,25,727.2,90387
0.09,159.31,2162,Corporate,Furniture,0.55,East,77.0008954,41,6173.42,90387
0.06,55.99,2162,Corporate,Technology,0.83,East,27.9686,33,1553.7,90387
0.01,5.38,2164,Small Business,Office Supplies,0.36,West,-66.77958,3,18.68,88794
0.05,3.28,2164,Small Business,Office Supplies,0.56,West,-144.9188,11,36.3,88794
0.09,2.78,2165,Small Business,Office Supplies,0.59,East,-5.0716,6,16.03,88794
0.08,2.94,2178,Small Business,Office Supplies,0.58,East,-1.18,9,25.35,89465
0,1.48,2183,Home Office,Office Supplies,0.37,South,-203.098,12,19.32,91571
0.09,16.98,2187,Corporate,Office Supplies,0.35,Central,-48.57,5,86.8,89440
0.09,16.98,2189,Corporate,Office Supplies,0.35,East,-48.57,22,381.91,7364
0.05,16.98,2190,Home Office,Office Supplies,0.57,Central,-47.28,45,761.67,41636
0.03,115.99,2190,Home Office,Technology,0.56,Central,722.241,49,5014.07,41636
0.05,16.98,2193,Home Office,Office Supplies,0.57,South,-161,11,186.19,90685
0.03,115.99,2193,Home Office,Technology,0.56,South,848.3646,12,1227.94,90685
0.03,27.48,2196,Small Business,Technology,0.75,East,-88.8408,11,294.97,89175
0.1,179.99,2196,Small Business,Technology,0.48,East,1208.9904,14,2458.05,89175
0.1,140.85,2196,Small Business,Office Supplies,0.73,East,9.9912,19,2465.75,89175
0.08,100.97,2197,Small Business,Technology,0.46,East,126.225,7,650.25,89176
0,13.4,2197,Small Business,Furniture,0.37,East,187.7628,19,272.12,89176
0.03,25.98,2198,Small Business,Office Supplies,0.57,East,295.9065,16,428.85,89174
0.1,20.98,2198,Small Business,Office Supplies,0.78,East,-2111.36,16,342.54,89174
0.17,14.89,2201,Small Business,Furniture,0.58,Central,-9.13,1,27.96,86054
0.09,160.98,2202,Home Office,Furniture,0.62,Central,357.428,11,1635.38,86050
0.09,6.3,2202,Home Office,Office Supplies,0.39,Central,40.3512,10,58.48,86050
0,4.98,2202,Home Office,Office Supplies,0.36,Central,27.6345,8,40.05,86050
0.08,145.45,2203,Home Office,Technology,0.56,Central,751.58,8,1117.66,86051
0.03,399.98,2203,Home Office,Technology,0.56,Central,-663.5142,2,807,86052
0.07,33.94,2204,Home Office,Furniture,0.58,Central,-157.56,5,169.46,86051
0.04,296.18,2204,Consumer,Furniture,0.76,Central,-87.99804,20,5768.12,86053
0.03,28.48,2206,Consumer,Technology,0.4,Central,-35.2904,2,55.25,86258
0.01,205.99,2206,Consumer,Technology,0.59,Central,-74.8836,3,551.22,86258
0.06,6.98,2209,Home Office,Office Supplies,0.38,South,-98.056,12,83.93,88030
0.08,95.99,2211,Home Office,Office Supplies,,East,-425.2084,2,193.88,88028
0.09,199.99,2212,Home Office,Technology,0.46,East,631.33,5,990.25,88029
0.07,3.28,2215,Corporate,Office Supplies,0.56,East,-22.176,4,14.76,90314
0.02,256.99,2216,Corporate,Technology,0.51,East,-214.104,3,808.44,90314
0.01,6.48,2216,Corporate,Office Supplies,0.37,East,-26.936,10,67.41,90314
0.09,14.2,2220,Consumer,Furniture,0.46,South,-324.73,4,55.08,91036
0,100.89,2225,Small Business,Furniture,0.61,West,1500.12,15,1608.11,89970
0.01,13.43,2240,Corporate,Office Supplies,0.57,South,-313.0218,7,99.75,89102
0,2.08,2250,Home Office,Furniture,0.43,East,-192.5532,22,51.41,86699
0.1,6.3,2254,Corporate,Office Supplies,0.39,South,-464.282,12,68.72,89278
0.1,48.91,2254,Corporate,Office Supplies,0.38,South,156.7434,14,618.96,89279
0.08,5.98,2254,Corporate,Office Supplies,0.36,South,110.118,13,77.54,89279
0.07,60.97,2256,Corporate,Office Supplies,0.56,South,-42.588,6,361.72,87963
0.07,70.98,2256,Corporate,Furniture,0.73,South,-222.95,20,1373.47,87964
0.06,6.68,2257,Corporate,Office Supplies,0.37,South,7.6245,14,91.92,87965
0.01,7.64,2258,Corporate,Office Supplies,0.36,South,-1676.612,9,73.29,87962
0.07,400.97,2258,Corporate,Technology,0.36,South,45.1278,8,2961.32,87962
0.02,4.98,2260,Corporate,Office Supplies,0.39,South,-52.864,17,87.11,89601
0.01,20.99,2260,Corporate,Technology,0.83,South,45.378,9,170.46,89601
0.08,4.98,2260,Corporate,Office Supplies,0.39,South,4949.916,1,4.95,89602
0.09,119.99,2260,Corporate,Technology,0.36,South,1055.604,4,461.24,89602
0.09,207.48,2264,Corporate,Office Supplies,0.55,Central,359.83,3,577.75,86611
0.1,7.45,2265,Corporate,Office Supplies,0.4,Central,-69.874,8,59.4,86612
0.01,6.48,2265,Corporate,Office Supplies,0.37,Central,-135.74,10,66.46,86612
0.02,11.33,2266,Corporate,Office Supplies,0.42,Central,-14.52,3,35.35,86610
0.01,15.67,2266,Corporate,Office Supplies,0.38,Central,171.2649,16,248.21,86610
0.08,259.71,2268,Small Business,Furniture,0.61,South,138.222,17,4086.5,89571
0.01,20.48,2270,Small Business,Office Supplies,0.58,South,711.2448,18,375.03,89572
0.09,1.86,2270,Small Business,Office Supplies,0.82,South,-1084.846963,12,22.11,89572
0.08,205.99,2270,Small Business,Technology,0.59,South,-156.772,17,2875.35,89572
0.08,15.73,2272,Corporate,Office Supplies,0.56,Central,-37.6,5,78.08,90110
0.04,120.98,2273,Corporate,Office Supplies,0.6,Central,1389.5772,17,2013.88,90109
0.02,55.99,2273,Corporate,Technology,0.83,Central,-222.816,4,201.32,90109
0.05,23.99,2274,Corporate,Furniture,0.62,Central,-133.71,12,298.51,90109
0.01,195.99,2276,Consumer,Technology,0.6,East,2653.7814,22,3846.06,91502
0.04,4.48,2279,Home Office,Office Supplies,0.37,East,10.32,7,35.93,85949
0.08,205.99,2281,Home Office,Technology,0.59,Central,997.38144,10,1610.84,85948
0.04,5.98,2282,Home Office,Office Supplies,0.36,Central,-36.0308,14,86.12,85950
0.01,11.7,2283,Home Office,Office Supplies,0.5,Central,-28.954,6,76.87,85947
0.02,17.7,2285,Corporate,Office Supplies,0.59,South,-85.022,21,374.6,90148
0,4.91,2286,Corporate,Office Supplies,0.36,South,99.198,12,61.87,90145
0.01,7.28,2286,Corporate,Office Supplies,0.37,South,136.0314,6,48.88,90145
0.1,6.68,2286,Corporate,Office Supplies,0.37,South,-100.072,3,21.56,90145
0.01,18.97,2287,Corporate,Office Supplies,0.37,South,-12.0267,8,164.67,90146
0.03,12.28,2287,Corporate,Office Supplies,0.38,South,122.508,6,72.74,90146
0.05,34.99,2287,Corporate,Office Supplies,0.59,South,-12.0267,12,418.75,90146
0.1,54.1,2287,Corporate,Office Supplies,0.59,South,34.068,9,469.59,90147
0.01,7.59,2289,Home Office,Furniture,0.42,Central,2.97,17,136.25,88165
0,42.98,2290,Home Office,Office Supplies,0.56,Central,385.3029,12,558.41,88163
0.03,21.78,2290,Home Office,Office Supplies,0.5,Central,187.2,13,290.22,88163
0.07,80.98,2290,Corporate,Technology,0.48,Central,779.4723,15,1129.67,88164
0.07,270.98,2302,Corporate,Furniture,0.77,South,27.726,9,2439.37,87695
0.1,12.53,2302,Corporate,Office Supplies,0.38,South,244.464,8,92.02,87696
0.1,146.34,2302,Corporate,Furniture,0.64,South,-473.578,2,283.55,87696
0.07,270.98,2303,Corporate,Furniture,0.77,East,-96.05,36,9757.48,47493
0.1,146.34,2303,Corporate,Furniture,0.64,East,-270.85,6,850.64,37987
0,90.48,2305,Small Business,Office Supplies,0.4,Central,800.2551,12,1159.79,89869
0.08,9.48,2308,Small Business,Furniture,0.45,South,-50.4,2,20.22,90557
0.03,193.17,2308,Small Business,Office Supplies,0.71,South,-348.754,8,1548.97,90557
0.08,68.81,2323,Small Business,Office Supplies,0.41,West,-550.43,5,337.86,88721
0.04,21.38,2323,Small Business,Office Supplies,0.59,West,-52.12,4,84.21,88721
0.06,4.98,2323,Small Business,Technology,0.64,West,-27.005,7,38.74,88722
0.06,28.53,2330,Home Office,Office Supplies,0.38,Central,74.6385,5,134.09,90964
0.06,180.98,2333,Small Business,Furniture,0.59,Central,-122.235,1,191.73,89611
0.06,60.65,2334,Consumer,Furniture,0.64,Central,427.0065,10,618.85,89608
0.05,14.81,2334,Small Business,Office Supplies,0.43,Central,-190.49,8,115.99,89609
0.08,2.78,2334,Small Business,Office Supplies,0.59,Central,-8.77,7,19.46,89609
0.06,3.74,2334,Home Office,Office Supplies,0.83,Central,-7.685,12,44.75,89610
0.06,2.08,2338,Home Office,Furniture,0.43,East,-82.5592,4,9.23,91480
0.1,6.75,2338,Home Office,Office Supplies,0.35,East,18.1475,15,96.13,91481
0.05,11.58,2339,Home Office,Office Supplies,0.35,Central,2.806,6,73.96,91482
0.07,200.98,2345,Corporate,Furniture,0.58,South,-132.426,9,1805.9,89504
0.02,179.29,2345,Corporate,Furniture,0.76,South,-411.236,2,311.41,89504
0.03,297.64,2346,Corporate,Technology,0.57,South,-48.972,12,3707.05,89503
0.1,218.75,2346,Corporate,Furniture,0.77,South,62.298,17,2805.18,89505
0.08,6.48,2351,Corporate,Office Supplies,0.37,East,-119.32,13,80.86,86163
0.06,59.76,2352,Consumer,Office Supplies,0.57,East,756.6747,18,1096.63,86165
0.07,195.99,2352,Consumer,Technology,0.56,East,-222.343,4,632.12,86165
0.09,71.37,2352,Home Office,Furniture,0.68,East,-1537.1356,19,1302.98,86166
0.04,5.98,2353,Corporate,Office Supplies,0.6,East,52.6976,22,131.79,86164
0.01,20.99,2353,Corporate,Technology,0.57,East,-78.19416,2,35.33,86164
0.1,78.69,2355,Consumer,Furniture,0.43,West,465.4395,9,674.55,91304
0.06,146.34,2355,Consumer,Furniture,0.65,West,-89.27,12,1721.24,91306
0,29.34,2356,Consumer,Furniture,0.54,West,385.37,22,668.38,91305
0.1,205.99,2358,Corporate,Technology,0.56,South,147,2,324.62,88267
0.05,2.08,2358,Home Office,Office Supplies,0.55,South,-1045.016,19,40.93,88268
0,7.28,2359,Home Office,Office Supplies,0.37,South,167.16,7,53.42,88265
0.06,8.33,2361,Corporate,Technology,0.52,South,-344.82,1,8.49,88266
0,5.77,2363,Home Office,Furniture,0.55,East,-61.5276,11,69.89,90040
0.07,5.98,2369,Consumer,Office Supplies,0.36,South,-41.9727,13,77.42,90408
0.01,1.76,2372,Corporate,Office Supplies,0.56,Central,-1.56,4,7.2,90714
0.05,3.28,2376,Corporate,Office Supplies,0.56,West,-100.24,18,61.29,91321
0.03,6.98,2376,Corporate,Office Supplies,0.83,West,-262.62,15,109.15,91321
0.06,122.99,2379,Small Business,Office Supplies,0.37,Central,1019.7096,12,1477.84,86655
0.07,3.38,2380,Small Business,Office Supplies,0.48,Central,19.04,9,29.08,86654
0.08,68.81,2380,Small Business,Office Supplies,0.41,Central,-1069.72,17,1162.46,86655
0.07,3.38,2382,Small Business,Office Supplies,0.48,East,19.04,34,109.86,13606
0.06,122.99,2382,Small Business,Office Supplies,0.37,East,1408.1865,48,5911.35,962
0.08,68.81,2382,Small Business,Office Supplies,0.41,East,-1069.72,68,4649.85,962
0.1,130.98,2385,Small Business,Furniture,0.78,West,2000.11,18,2259.99,89184
0.06,4.77,2391,Corporate,Technology,0.72,East,-45.64,9,42.46,91122
0.1,27.18,2391,Corporate,Office Supplies,0.38,East,204.49,12,314.06,91122
0,999.99,2391,Corporate,Technology,0.36,East,-1455.9972,1,1009.99,91123
0.05,6.48,2391,Corporate,Office Supplies,0.37,East,-22.56,13,92.16,91123
0.02,6.48,2393,Corporate,Office Supplies,0.37,South,-1191.526,2,16.5,86950
0.06,105.29,2393,Corporate,Furniture,0.79,South,-45.01,12,1202.66,86951
0.01,11.7,2394,Corporate,Office Supplies,0.4,South,39.21,16,196.69,86949
